Kategori,Label,Username,Content,Location,Created at
1,Positif,sherasstar,@jaeminmenteng enakan yg mana gt mksudnya ? enakan ptm 😿,,2022-02-09 04:03:22+00:00
1,Positif,cupidtacha,@convomfs kuliahku ptm tp geser lg ke online ahahah,,2022-02-09 04:03:19+00:00
1,Positif,yuiichiyy,@hujanuangpliss ptm lebi seruu,,2022-02-09 04:02:06+00:00
1,Positif,dearsyou,@kalurng hari ini ptm/pjj?,,2022-02-09 04:01:51+00:00
1,Positif,dearsyou,@carsieel hari ini ptm/pjj?,,2022-02-09 04:01:46+00:00
1,Positif,jawapos,"satu siswa sd positif, ptm dihentikan",,2022-02-09 04:01:44+00:00
-1,Negatif,fianashy,ptm ngantuk banget shshshshhhh,,2022-02-09 04:01:20+00:00
0,Netral,qrxchan,"untung pjj, coba kalo gua bacanya sambil ptm pasti dibilang orang gila 😭😭😭",,2022-02-09 04:01:19+00:00
1,Positif,lampungpostid,"dinas pendidikan kabupaten tubaba, selasa (8/2) mengeluarkan surat edaran pemberhentian pembelajaran tatap muka (ptm) di sekolah dari tingkat paud, sd, dan smp hingga 22 februari 2022.   #dinaspendidikan #tulangbawangbarat #lampungpostid","Lampung, Indonesia",2022-02-09 04:01:15+00:00
0,Netral,mewgulfsahh,"@schfess aduh both si :(( pjj, ga perlu naik motor pagi"" mana jauh sekolah w, trs keknya makin kusem aj, bisa nyari jawaban di internet, bisa tiduran klo pelajarannya w g suka ptm, lebih mudah nyerep pelajaran, lbh semangat, ketemu temen syy, lebih byk olahraga",,2022-02-09 04:00:56+00:00
1,Positif,himakomur,[himakom info - pertemuan tatap muka terbatas]  assalamualaikum wr. wb halo ikomers!  berdasarkan surat edaran nomor 56/un19.5.1.1.1/tu/2022 tentang petunjuk operasional pelaksanaan pertemuan tatap muka terbatas(ptmt).,Pekanbaru - Indonesia,2022-02-09 02:33:18+00:00
1,Positif,PakBhabin_Badau,"lagi di sekolah? tetap pakai masker dan jaga jarak pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan",,2022-02-09 01:49:41+00:00
0,Netral,sahtpol,@rubdby pertemuan tatap muka,,2022-02-09 01:14:07+00:00
0,Netral,Brothwer,"ptm kan, pertemuan tatap muka. pjj apa? enggak mungkin pajak jalan jalan",,2022-02-08 22:37:49+00:00
0,Netral,kompasiana,dilema pertemuan tatap muka,,2022-02-08 14:04:02+00:00
0,Netral,sandityario,"pengajar di kelas saya positif, syukurlah mild symptoms jadi belio tetep bisa ngajar. tapi selama dua minggu ke depan gada pertemuan tatap muka. baru ngeh kalo untuk dua jam di zoom antum butuh data kurleb 1 gb.",,2022-02-08 13:40:52+00:00
1,Positif,polsek_badau,"lagi di sekolah? tetap pakai masker dan jaga jarak pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan",Polsek Badau,2022-02-08 13:08:39+00:00
1,Positif,Bawaslu_malang,7. mengisi surat pernyataan kesediaan mengikuti pelatihan sampai selesai.  fasilitas : materi perlatihan dalam bentuk file pdf dan sertifikat pelatihan   masa pembelajaran : pembelajaran tatap muka selama 6 kali pertemuan di kantor bawaslu kota malang.,"Kota Malang, Jawa Timur",2022-02-08 07:21:42+00:00
-1,Negatif,deszea,besok gua ptm lagi tapi ptmt alias pertemuan tatap muka terbatas anjer terbatas,mana kek,2022-02-08 06:27:09+00:00
1,Positif,Liaamal43799109,daring = 📈 foto dari wa   (semoga cuma 3 hari)  jumat pertemuan tatap muka terbatas lagi. aaamiin,,2022-02-08 04:13:50+00:00
-1,Negatif,sigitraharjo86,"@aik_arif di desa saya, sudah sejak agustus atau september 2020 sekolah dasar masuk tatap muka. dulu ada pertemuan dengan semua ortu, semua setuju masuk sekolah. sampai sekarang jg biasa saja, dulu pake masker semuaz skrg tdk. bahagia liat anak2 berlarian di sekolah, jalan2 keliling desa,",Indonesia,2022-02-08 02:20:17+00:00
-1,Negatif,ashlyashu,"@desta80s @abdelachrian ptmsi ? pertemuan tatap muka seluruh indonesia. klo tenis meja yg di kantor2 gk ada yg ngurusin mnding dikasih ke anak2 di kampung-kampung, daripada juga ribut kampungan.","Jakarta, Indonesia",2022-02-07 15:25:51+00:00
-1,Negatif,SayurBe44077109,"orang kaya gini layak mati sebagai bajingan.  dapet dari pacar, anak kampusnya yang dengan pede nya ngaku di grup kalo dia sempet kena covid tapi tetep ngikut pertemuan kuliah tatap muka, emang anak bangsat.",,2022-02-07 14:14:53+00:00
0,Netral,ISP0SSESSED,"@kabuvto lagi, tangannya diluruskan ke depan di atas kedua paha yang merapat. beberapa jemari bermain tak tentu sebagai usaha untuk menyamankan diri di tempat asing, bersama orang asing pula―asing, sebab hubungan terjalin lewat setengah tahun tanpa adanya pertemuan tatap muka. ""oh... ini","somewhere, still far away.",2022-02-07 13:46:58+00:00
-1,Negatif,wolvchannie,@raspiriwonpiri pertemuan tatap muka tai,stayville.ϟ,2022-02-07 11:30:01+00:00
1,Positif,AllianzID,"dengan pertemuan tatap muka yang masih dilaksanakan di beberapa wilayah di tengah meningkatnya kasus covid-19 varian omicron, orang tua dan sekolah harus ekstra hati-hati dalam melindungi anak dari penularan covid-19!👨‍👨‍👧‍👦  simak cara mencegah penularan covid-19 selama ptm!👇",Jakarta,2022-02-07 11:00:02+00:00
1,Positif,tubirfess,"btw! kelakuan manusia jaman sekarang emang nekad. itu ibu gurunya katanya mau ngajar pertemuan tatap muka, dihadang sama mantan suaminya terus ditusuk 3x di depan gerbang sekolahan. kita doakan semoga ibu gurunya husnul khatimah, selain itu kasian juga sama anak-anak sd (cont)",tubirfess@gmail.com,2022-02-07 10:55:06+00:00
0,Netral,humas_jogja,"pada pertemuan tersebut, sri paduka turut menegaskan bahwa tidak ada instruksi menghentikan pembelajaran tatap muka (ptm) di sekolah. “kebijakan pelaksanaan ptm ditentukan oleh masing-masing daerah sesuai dengan kondisi yang terjadi di lapangan,” ujar sri paduka.  #pemdadiy","Yogyakarta, Indonesia",2022-02-07 10:09:40+00:00
1,Positif,GoRiauCom,"terpapar covid-19, pertemuan tatap muka smp negeri 1 pekanbaru dihentikan",Pekanbaru Riau,2022-02-07 08:55:56+00:00
1,Positif,Beritasatu,pm papua nugini telah kembali ke negaranya dari beijing setelah diagnosis positif covid-19 menggagalkan rencana pertemuan tatap muka dengan para pemimpin tiongkok.  selengkapnya: 👇 #papuanugini,Jakarta,2022-02-07 08:20:29+00:00
1,Positif,GoRiauCom,"terpapar covid-19, pertemuan tatap muka smp negeri 1 pekanbaru dihentikan",Pekanbaru Riau,2022-02-07 08:01:09+00:00
1,Positif,doremiID,"moms pasti mulai khawatir seiring dengan angka kasus yang meningkat dan si kecil yang mulai ptm (pertemuan tatap muka).   tenang moms, pastikan moms dan si kecil sudah memenuhi semua poin di atas, seperti vaksin dan sekolah memiliki ventilasi yang baik,",,2022-02-07 04:33:09+00:00
1,Positif,urban1063fm,"back to online⁉️🤔  karena kasus covid-19 varian omicron terus bertambah, pemerintah kota bandung akhirnya memutuskan untuk mengurangi 50% dari pertemuan tatap muka (ptm) di sekolah-sekolah🧐  menurut kamu gimana nih anak urban?? kamu lebih suka sekolah offline atau online?👇👇👇",,2022-02-07 03:55:23+00:00
0,Netral,injeonkyuu,@yoodayoen @convomf pertemuan tatap muka,jaemin doyoung junkyu injun gf,2022-02-07 02:37:42+00:00
0,Netral,anggurkecut_,@askrlfess pertemuan tatap muka (?(,,2022-02-07 02:03:25+00:00
1,Positif,lantas_poso,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes",Indonesia,2022-02-07 02:03:04+00:00
0,Netral,shoontells,"@ririkiluv pembelajaran jarak jauh, pertemuan tatap muka",🏳️‍🌈 he/they,2022-02-07 01:58:09+00:00
0,Netral,floydermond,"@mujixxbie pertemuan tatap muka, pertemuan jarak jauh kyknya 🤔",saturn,2022-02-07 00:51:42+00:00
0,Netral,kyuutiies,"@mujixxbie pertemuan tatap muka, pertemuan jarak jauh",u tvom srcu,2022-02-07 00:51:23+00:00
1,Positif,ynjaesoo_,"mulai minggu ini, kota semarang meniadakan ptm aka pertemuan tatap muka selama dua minggu, dan balik lagi ke pembelajaran jarak jauh aka pjj.",🇮🇩,2022-02-06 23:51:58+00:00
1,Positif,Moonjinminnnn,"@gyutaemy @convomf mjb, ptm itu pertemuan tatap muka(?) klo pjj aku ga tau kpanjangannya sih tpi intinya itu daring gtuu",she/her ,2022-02-06 20:55:57+00:00
0,Netral,triraca,"puncak komedi h-1 baru dikasih tau kalo aku dpet offline batch 2 alias masuk kuliah tatap muka literally maret doang 4 pertemuan, meanwhile aku udh dapet kos bayar per 3 bulan sampe april memang puncak komedi :d","Sidoarjo, Indonesia",2022-02-06 16:19:44+00:00
1,Positif,bakekho,"@collegemenfess kalau kampusku, ada matkul yang jadwalnya online─daring, lewat zoom. ada juga matkul yang jadwalnya luring, pertemuan tatap muka.",mainly fa. them/they. 19.,2022-02-06 01:35:45+00:00
1,Positif,RustifahRustyy,"@infvinite @bagasbenar1 aku pernah jd tranding topic salah  satu kelompom kelas zoom, dibilang kayak pintar banget dan kaya gampang banget diskusi materi sama narasumber. intinya kaya cool banget. aku baru tau pas sudah pertemuan tatap muka, dikasi tau sama anggota kelas zoom. 😂",,2022-02-05 13:52:01+00:00
0,Netral,ribedpol,di prank gak si pertemuan tatap muka ni,"Jawa Timur, Indonesia",2022-02-05 11:45:33+00:00
0,Netral,pltkmrbn,"ut kuliah tatap muka? sejak kapan? seinget gue ut cuma ngadain tutorial tatap muka, bukan kuliah tatap muka. itu pun cuma 8 kali pertemuan sebelum akhirnya uas. mohon pencerahannya 🙏🏼",Banjir Kanal Timur,2022-02-05 10:11:30+00:00
1,Positif,lilyeflowr,"meanwhile yang kerjanya di lingkungan kampus atau sekolahan, baru mulai pertemuan tatap muka  gimana mau wfh 😭😭😭",,2022-02-05 00:00:55+00:00
0,Netral,yusufgunawan,@wahjoew @balapsid @infomalang betul   &amp; sdn pandanwangi 3,"Rancho Cucamonga, CA",2022-02-04 23:32:14+00:00
1,Positif,hariankompas,lima murid dan seorang guru sma negeri i palangkaraya terkonfirmasi positif covid-19. pihak sekolah pun akan melaksanakan pembelajaran jarak jauh dan membatalkan pertemuan tatap muka. #nusantara #adadikompas @aldosallis,"Palmerah, Jakarta",2022-02-04 22:15:00+00:00
1,Positif,_putrilest,"sebagai pengajar bimbel, jadi tahu kalau circle penularan covid di sekolah udah mengarah ke parah.  semuanya berawal dari kebijakan 100% ptm (pertemuan tatap muka). minggu ini, siswa bimbelku udah ada beberapa yg kena kemungkinan besar circle sekolah. karena yg dateng ptm pd kena",Kudus-Yogyakarta,2022-02-04 15:02:32+00:00
0,Netral,tempodotco,presiden china xi jinping mengadakan pertemuan tatap muka dengan presiden rusia vladimir putin di tengah ketegangan dengan negara-negara barat akibat memanasnya situasi di ukraina. #tempodunia,Indonesia,2022-02-04 14:54:12+00:00
1,Positif,RantiSaff,"@dpr_ri setuju bu puan, ga perlu memaksakan buat pertemuan tatap muka 100%, kesehatan perlu jd prioritas👍🏻",,2022-02-04 13:28:23+00:00
1,Positif,fadieltunru,"@her_ii @ut_uhuy kurleb sama, kbtlan skrg lgi ngambil s2 reguler di ut. pilihannya ada kelas reguler atau full online. kelas reguler sbnarnya online jg cm bedanya ada tatap muka 4x tiap semester, skrg krn pandemi pertemuan ttp muka diganti ms.teams/zoom",,2022-02-04 13:19:38+00:00
1,Positif,mediaindonesia,"pemerintah kota surabaya, jawa timur akhirnya menerapkan kebijakan pertemuan tatap muka (ptm) 50% bagi sekolah dasar (sd) dan smp menyusul meningkatnya covid-19 varian omikron.",Jakarta - Indonesia,2022-02-04 11:43:37+00:00
1,Positif,xpresso2urlatte,"haii take care ya mutual ku, angka harian covid mulai meningkat, mulai tingkatkan prokes, dan hindari pertemuan tatap muka sebisa mungkin. lindungi diri anda, lindungi keluarga, lindungi kita semua.   maybe it sounds like bullshit, but heck yeah the shit is here","Bali, Indonesia",2022-02-04 08:33:38+00:00
0,Netral,DarulAqron,@jhs_hanna its malah mulai pertemuan tatap muka mulai 7 feb :)),ImagiNation,2022-02-04 07:46:26+00:00
0,Netral,JYPESARIMI,"ptm pertemuan tatap muka, pjj pertemuan jalan jalan",He/He jadi Hehe 🙂,2022-02-04 04:47:13+00:00
1,Positif,tolis_res,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes",,2022-02-04 00:22:08+00:00
0,Netral,ayahojakhehe,"@banggagas @schfess pertemuan tatap muka woi 😭, pjj pembelajaran jarak jauhhhh",😡,2022-02-04 00:04:19+00:00
0,Netral,MamujuPolresta,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan.  #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 11:35:35+00:00
1,Positif,arioadimas,tapi keputusan untuk tetap pertemuan tatap muka di momen seperti ini menyeramkan juga ya. apalagi beberapa teman bilang kemungkinan besar mereka tertular justru dari anak.,"jakarta, Indonesia",2022-02-03 11:04:48+00:00
1,Positif,himanistikunri,"poin-poin penting terkait ketentuan pelaksaan pertemuan tatap muka terbatas dapat dilihat pada surat edaran yang telah ditampilkan pada slide. silahkan diunduh dengan klik link dibio yaa  wassalamu'alaikum wr.wb.shalom,om swastyastu,namo buddhaya,salam kebajikan. __",,2022-02-03 09:20:17+00:00
1,Positif,himanistikunri,berikut surat edaran terkait petunjuk operasional pelaksanaan pertemuan tatap muka terbatas (ptmt) semester genap ta 2021-2022.,,2022-02-03 09:20:05+00:00
1,Positif,kompascom,"melalui diskresi ini, pemerintah daerah bisa mengubah pertemuan tatap muka (ptm) di sekolah yang awalnya 100 persen menjadi ptm 50 persen.",Jakarta,2022-02-03 09:11:06+00:00
1,Positif,ResBangka,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes","Bangka, Bangka Belitung",2022-02-03 08:12:48+00:00
1,Positif,Christo34642761,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan  #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 06:38:40+00:00
1,Positif,pipafaustin2,"pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes vaksinasi cegah pandemi","Nusa Tenggara Timur, Indonesia",2022-02-03 06:22:40+00:00
1,Positif,PolsekUlin,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan   #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 06:13:37+00:00
1,Positif,polresbjb,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes","Jl. A.Yani Km. 33,5 Banjarbaru",2022-02-03 05:51:49+00:00
1,Positif,Res_bateng,"pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes vaksinasi cegah pandemi",KABUPATEN BANGKA TENGAH,2022-02-03 05:42:14+00:00
1,Positif,kripanus,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 05:20:02+00:00
1,Positif,Rezky0031,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan  #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 05:11:25+00:00
1,Positif,sikka_polres,"pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes vaksinasi cegah pandemi","Maumere, Flores-NTT",2022-02-03 04:38:30+00:00
1,Positif,CantikJenong,"pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 04:38:14+00:00
1,Positif,HumasPkp,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes",kota pangkalpinang,2022-02-03 04:36:40+00:00
1,Positif,humasresmabar,"pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes vaksinasi cegah pandemi","Manggarai Barat, NTT",2022-02-03 04:21:17+00:00
1,Positif,PolresNunukan,lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai.   #patuhdisiplinprokes vaksinasi cegah pandemi,,2022-02-03 03:50:49+00:00
1,Positif,polribelitung1,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari",,2022-02-03 03:48:52+00:00
1,Positif,HUMASPOLRESEND4,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes",,2022-02-03 03:42:29+00:00
1,Positif,MalinauSat,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19. #patuhdisiplinprokes",,2022-02-03 03:23:00+00:00
1,Positif,Polsekmenggala1,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan.  #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 03:15:23+00:00
1,Positif,HumasResmal,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes",,2022-02-03 03:01:10+00:00
1,Positif,BabarPolres,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan   #patuhdisiplinprokes vaksinasi cegah pandemi","Bangka Barat, Bangka Belitung",2022-02-03 02:43:48+00:00
1,Positif,bidhumaskalsel,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan.  #patuhdisiplinprokes vaksinasi cegah pandemi",Kalimantan Selatan,2022-02-03 02:36:04+00:00
1,Positif,JakaSapp,"pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.#patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 02:32:15+00:00
1,Positif,ErzaSca38,"pertemuan tatap muka belajar mengajar telah di mulai, yuk jangan lupa tetap patuhi prokes, agar mencegah penyebaran virus covid #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 02:30:01+00:00
1,Positif,sanasalea,"jadi untuk pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19. #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 02:30:01+00:00
1,Positif,NHertlifilla,"pertemuan tatap muka belajar mengajar telah di mulai, yuk jangan lupa tetap patuhi prokes, agar mencegah penyebaran virus covid #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 02:30:01+00:00
1,Positif,WendyGracias3,"pertemuan tatap muka belajar mengajar telah di mulai, yuk jangan lupa tetap patuhi prokes, agar mencegah penyebaran virus covid #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 02:30:00+00:00
1,Positif,Capricornkun1,"pertemuan tatap muka belajar mengajar telah di mulai, yuk jangan lupa tetap patuhi prokes, agar mencegah penyebaran virus covid #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 02:30:00+00:00
1,Positif,Novia_Qorysna08,"meski pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun kita harus selalu ingat ya, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran corona. #patuhdisiplinprokes vaksinasi cegah pandemi",Makassar,2022-02-03 02:30:00+00:00
1,Positif,happysteve16,"pertemuan tatap muka belajar mengajar telah di mulai, yuk jangan lupa tetap patuhi prokes, agar mencegah penyebaran virus covid #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 02:30:00+00:00
1,Positif,MarvelCarla,"pertemuan tatap muka belajar mengajar telah di mulai, yuk jangan lupa tetap patuhi prokes, agar mencegah penyebaran virus covid #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 02:30:00+00:00
1,Positif,sannyyuwono,"pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. jadi selalu ingatkan si kecil ya, moms. untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19. #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 02:30:00+00:00
1,Positif,pieipa,seperti kita tahu bahwa pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. tetap untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19 ya guys! #patuhdisiplinprokes vaksinasi cegah pandemi,,2022-02-03 02:30:00+00:00
1,Positif,grayhertifilla1,"pertemuan tatap muka belajar mengajar telah di mulai, yuk jangan lupa tetap patuhi prokes, agar mencegah penyebaran virus covid #patuhdisiplinprokes vaksinasi cegah pandemi",,2022-02-03 02:30:00+00:00
1,Positif,humaspolsulteng,lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms  #patuhdisiplinprokes vaksinasi cegah pandemi,palu sulawesi tengah,2022-02-03 02:28:36+00:00
1,Positif,BIDHumas_SB,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes","Sulawesi Barat, Indonesia",2022-02-03 02:25:18+00:00
1,Positif,HumasResMajene,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.  #patuhdisiplinprokes","Majene, Sulawesi Barat",2022-02-03 02:23:12+00:00
1,Positif,BeltimSi,"lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai. namun selalu ingatkan si kecil ya moms, untuk selalu mematuhi protokol kesehatan sebagai upaya perlindungan dari penyebaran covid-19.",,2022-02-03 02:16:14+00:00
1,Positif,BabelBid,lagi di sekolah? tetap pakai masker dan jaga jarak  pertemuan tatap muka (ptm) belajar-mengajar di sekolah telah di mulai.  #patuhdisiplinprokes vaksinasi cegah pandemi,,2022-02-03 02:13:41+00:00
0,Netral,nayubukannaya,@mhdilhamfajar5 @unsrifess pertemuan tatap muka,Indonesia,2022-02-03 01:48:07+00:00
0,Netral,caeviory,@sampoernaah pertemuan tatap muka,,2022-02-02 14:19:27+00:00
1,Positif,PDI_Perjuangan,"diantaranya, pertama, kegiatan pertemuan secara tatap muka di lingkungan skpd masing-masing dibatasi maksimal 50% dari kapasitas ruangan atau aula. kedua, pelaksanaan apel pagi ditiadakan.",Indonesia,2022-02-02 13:53:22+00:00
1,Positif,RRIPro1Jogja,"tunggu instruksi resmi soal pembatasan, pertemuan tatap muka di gunungkidul masih 100%  lewat @rri.co.id","Yogyakarta, Indonesia",2022-02-02 11:49:16+00:00
0,Netral,onnygiri,ini udah banyak kasus kok pertemuan tatap muka sekolah masih ada yg 100%,Indonesia,2022-02-02 05:07:25+00:00
0,Netral,Bantrang305,"@aniesbaswedan pak gubernur, seiring dengan lonjakan kasus covid19 di dki jakarta, apakah ada kebijakan untuk memberhentikan sementara sekolah dengan metode pertemuan tatap muka (ptm) di dki jakarta demi kemaslahatan bersama seluruh masyarakat. terima kasih",,2022-02-02 03:36:04+00:00
-1,Negatif,nuggydes,"kampus baru aja mau mulai pertemuan tatap muka, nah ini omicron dimana mana. sett dah",,2022-02-02 03:18:58+00:00
0,Netral,milkiimoon,@cffoncake yakan aku kemarin ngebug :( ptmt (pertemuan tatap muka terbatas) kukira terbatas alias zoom whdbehdjekd,she/her,2022-02-02 01:34:23+00:00
0,Netral,milenpage,"@fomepiore pertemuan tatap muka, kak~",,2022-02-02 00:57:45+00:00
0,Netral,jwellyo,ini dosen nya tipe tipe yang tiap pertemuan ada tugas mana bakal tatap muka lagi,,2022-02-02 00:44:28+00:00
0,Netral,milkiimoon,"@woong1698 iya kan kemarin tuh kukira pertemuan tatap muka terbatas  ""terbatas"" alias zoom🥲 dah lah cape",she/her,2022-02-02 00:22:35+00:00
