Username,Content,Created at
pendimklp,babinsa janten koramil temon kodim klp sertu joko susanto bersama babinkamtibmas melaksanakan komunikasi sosial dengan kepala sekolah negeri janten ibu siti musalimah dalam rangka monitoring pembelajaran tatap muka  ptm  siswa siswi sdn janten rabu,2022-01-10 03:08:46+00:00
jnk_cy,aku anak sasing dan untuk anak sasing menurut aku online atau offline tuh ga memepengaruhi karena pembelajaran kita ga yang mengharuskan tatap muka untuk ngerti apa yang diajarin malahan kalo ada matkul speaking gak deg deg an karna ga ketemu lgsg ,2022-01-10 02:51:27+00:00
projectm_org,berdasarkan penelitian smeru di kabupatenkota di indonesia pada  mereka menemukan bahwa baru dari daerah yang menyatakan siap untuk melaksanakan ptm,2022-01-10 02:29:07+00:00
dispendikktBlt,  monitoring pelaksanaan pembelajaran tatap muka dan vaksinasi peserta didik di kota blitar oleh kepala dinas pendidikan kota blitar beserta jajarannya masyarkata mengeluh,2022-01-10 02:11:57+00:00
Ncing_Aim,disana apa sdh pembelajaran tatap muka bu guru di jkt sdh mulai sepi nih jalanan klo pagi krn pembelajaran balik lg daring,2022-01-10 02:05:11+00:00
pol_wrjayeng,pastikan protokol kesehatan dijalankan dengan baik bhabinkamtibmas desa jogomerto bersama tiga pilar melakukan peninjauan di sekolahsekolah untuk mendukung pelaksanaan pembelajaran tatap muka bagi para siswa,2022-01-10 02:03:02+00:00
KasanMulyono,sekolah di medan di stop pembelajaran tatap muka  lombok insider,2022-01-10 00:58:08+00:00
radarmadiunweb,covid menyebar pembelajaran tatap muka di sman mejayan dihentikan,2022-01-09 17:38:01+00:00
monologis_id,dinas pendidikan dan kebudayaan disdikbud lampung timur menghentikan sementara pembelajaran tatap muka terbatas ptmt,2022-01-09 17:28:39+00:00
kumparan,jumlah sekolah yang menghentikan pembelajaran tatap muka ptm sementara di kota medan bertambah menjadi sekolah,2022-01-09 16:33:06+00:00
PDI_Perjuangan,ia menjelaskan upaya pencegahan telah dilakukan dengan mengeluarkan surat edaran terkait pembatasan kegiatan termasuk diberhentikannya pembelajaran tatap muka dan pembatasan angka kunjungan ke masingmasing pusat keramaian di cianjur,2022-01-09 16:07:32+00:00
republikaonline,kawasan jabodetabek menghentikan proses pembelajaran tatap muka di wilayahnya,2022-01-09 16:03:23+00:00
IDNTimesJabar,pelaksanaan pembelajaran tatap muka ptm di sman kota tasikmalaya dihentikan sementara sejak senin  penghentian ptm ini setelah seorang siswa dinyatakan positif covid,2022-01-09 14:27:00+00:00
permatadnda,guru amp orang tua murid di sebuah sdn di permukiman padat jakarta harap cemas kenaikan kasus covid yg tak terkendali berarti anak mereka tak bisa belajar di sekolah ini tak mudah bagi keluarga yg tak punya gawai amp waktu  mendampingi anak belajar,2022-01-09 13:49:57+00:00
mediaindonesia,mulai kamis  pembelajaran tatap muka ptm di kota cirebon jawa barat turun menjadi persen seluruh satuan pendidikan diminta untuk mematuhi aturan penerapan ppkm level yang diberlakukan di kota cirebon masyarakat mengaku masih was was ketakutan,2022-01-09 13:33:44+00:00
Humaspolseksen5,rabuanggota polsek sentolo dipimpin kanit intelkam selaku pawas iptu imron rosyidi pd bersama kanit binmas iptu supriyanto melaksanakan pengecekan surveilance pembelajaran tatap muka ptm di smpn sentolo dimana dalam kegiatan tersebut dilakukan sampel untuk,2022-01-09 13:07:22+00:00
setiatiapsaat,kadang perjuangan kui koyo pembelajaran tatap muka harus dihentikan jika situasi tidak memungkinkan,2022-01-09 13:06:43+00:00
projectm_org,berdasarkan penelitian smeru di kabupatenkota di indonesia pada  mereka menemukan bahwa baru dari daerah yang menyatakan siap untuk melaksanakan ptm,2022-01-09 12:40:00+00:00
HimagiUPNVJ,tentang pelaksanaan pembelajaran tatap muka semester genap menjadi sedikit tersendat karena ketentuan dari pemerintah bahwa ppkm kembali naik level saat ini di jakarta level dan di depok level ,2022-01-09 12:31:00+00:00
projectm_org,pembelajaran tatap muka aslinya cuma bikin takut aja kalo di situasi kaya gini,2022-01-09 12:24:26+00:00
reydanar1,mau bertanya apakah pembelajaran tatap muka tgl feb tetap berlangsung mengingat kasus omicron meningkat krn posisi anak kami luar kota jember,2022-01-09 12:22:50+00:00
Ukmk_info,tim luring atau tim daring halo saudagar kabar bahagia kampus unej akan melaksanakan pembelajaran tatap muka ptm terbatas tapi ada bisik tetangga mahasiswa lagi ribut jadi tim luring atau tim daring nah kalo saudagar tim mana nih,2022-01-09 12:22:09+00:00
KOMAHI_UR,info terbaru panduan pelaksanaan pembelajaran tatap muka  halo hiers berhubung semester genap sebentar lagi akan dimulai universitas riau akan melaksanakan pembelajaran tatap muka yang dimulai pada bulan februari  adapun halhal mengenai pembelajaran tatap muka,2022-01-09 12:14:03+00:00
projectm_org,ketika ptm  diterapkan di dki jakarta dan sejumlah daerah lainnya kasus covid meningkat dki jakarta menyumbang kasus covid terbanyak provinsi ini juga menerapkan ptm  selama ppkm berstatus level dua,2022-01-09 12:11:00+00:00
medya,katanya bakal ada pembelajaran tatap muka ptm terbatas jatuhnya maksa,2022-01-09 12:08:37+00:00
projectm_org,pembelajaran jarak jauh di masa pandemi dinilai tidak efektif pembelajaran tatap muka harus segera dilaksanakan namun omicron menghantui anakanak di sekolah reportase terbaru oleh permata adinda ilustrasi inez kriya,2022-01-09 11:56:55+00:00
polsekmj,bhabinkamtibmas kelurahan gedongkiwo aipda arief rodhi sh melaksanakan sambang di sekolah smu muhammadiyah suryowijayan gedongkiwo dialogis dengan para guru menyampaikan pesan kekawatiran terkait dengan pembelajaran tatap muka rabu ,2022-01-09 11:41:17+00:00
madiuntoday_,kota madiun masuk ppkm level  wali kota  ptm disesuaikan angka kasus covid madiun  pembelajaran tatap muka ptm menjadi salah satu fokus pembahasan sejak angka kasus penularan covid di kota madiun mengalami kenaikan wali kota madiun maidi ,2022-01-09 11:29:05+00:00
detikinet,tbl tbl tbl takut banget pembelajaran tatap muka ptm kemarin kelas sebelah ada yang kena padahal,2022-01-09 11:21:56+00:00
harvuki,ptm pembelajaran tatap muka bisa diskip aja gak takut ,2022-01-09 10:43:47+00:00
KompasTV,saat omicron mulai meluas pemerintah justru membuka pintu masuk kedatangan internasional dari semua negara dan mengurangi masa karantina pembelajaran tatap muka juga tak buruburu dihentikan meski kritik sudah disuarakan banyak kalangan satumeja,2022-01-09 10:39:15+00:00
alsandara7,luring nder sepengalamanku saat hybrid sesuai nim aja ga efektif dosen hanya fokus yg tatap muka yg online di anggap hadir semua apaan itu dahal mereka ada yg ga nyimak materi atau malah off media pembelajaran ya wallahualam nder semoga keadaan lekas membaik,2022-01-09 10:19:32+00:00
udangg,melmenang ptm pembelajaran tatap muka offline pjj  pembelajaran jarak jauh online smoga bener enakan ptm sih tapi,2022-01-09 09:59:33+00:00
info_skw,pembelajaran tatap muka tetap dilaksanakan walaupun singkawang masuk ke level ppkm baca selengkapnya di ,2022-01-09 09:58:13+00:00
by_inkriya,setiap hari rasanya ketakutan mau pembelajaran tatap muka,2022-01-09 09:54:36+00:00
kumparan,mulai kamis  besok pemerintah kota cirebon jawa barat kembali memberlakukan pembelajaran tatap muka ptm terbatas atau persen,2022-01-09 09:47:10+00:00
kepripediacom,pembelajaran tatap muka ptm akan dihentikan hingga hari ini jika ditemukan kasus di sekolah,2022-01-09 09:34:56+00:00
KalimayaBaskara,meski ditemukan beberapa kasus covid di sekolah kota blitar tetap melaksanakan kegiatan pembelajaran tatap muka ptm persen selengkapnya ,2022-01-09 09:30:54+00:00
Beritasatu,satgas sekolah wajib dibentuk bila ingin menggelar pembelajaran tatap muka selengkapnya ,2022-01-09 09:10:21+00:00
lampostco,pemerintah kota pemkot metro akan menyetop kegiatan pembelajaran tatap muka ptm hingga februari ,2022-01-09 08:56:05+00:00
republikaonline,jenjang paud dan sd di balikpapan melaksanakan pembelajaran jarak jauh,2022-01-09 08:53:53+00:00
RadioANDIKA,kota kediri masuk level  pembelajaran tatap muka berganti pjj,2022-01-09 08:32:50+00:00
beritasampit_id,guru dan siswa terpapar covid ptm di smkn katingan hilir dihentikan sementara kasongan  pembelajaran tatap muka ptm di sekolah menen,2022-01-09 08:14:52+00:00
kupastuntasnew,pemerintah provinsi lampung menarik rem darurat pelaksanaan pembelajaran tatap muka ptm secara ter,2022-01-09 07:50:49+00:00
kumparan,pembelajaran tatap muka ptm akan dihentikan hingga hari ini jika ditemukan kasus di sekolah,2022-01-09 07:36:32+00:00
RadioSmartFM,komisi perlindungan anak indonesia kpai menyatakan berdasarkan hasil survei yang mereka lakukan persen responden menyatakan setuju kebijakan pembelajaran tatap muka ptm persen,2022-01-09 07:30:00+00:00
JurnalKlp,pembelajaran tatap muka di smp sanjaya purwosari girimulyo berjalan baik,2022-01-09 06:39:06+00:00
Radar_Cirebon,cirebon  pemberlakuan ppkm level berdampak pada pembelajaran tatap muka ptm di semua sekolah dan tingkatan di kota cirebon diberlakukan pembatasan,2022-01-09 06:27:05+00:00
lampostco,pemkab lampung selatan lamsel memutuskan untuk menghentikan sementara pembelajaran tatap muka ptm terbatas,2022-01-09 06:16:10+00:00
KIKOAnimation,hello  majalah edisi feb sudah terbit lho  kali ini akan membahas seputar belajar dari rumah karena saat ini kita sedang dalam pembelajaran tatap muka ptm nah mimin mau nanya lebih suka belajar online atau belajar langsung di kelas ,2022-01-09 06:03:33+00:00
SetiabudiPolsek,walaupun udah taat prokes tapi jujur masih takut aja gitu ngejalanin pembelajaran tatap muka,2022-01-09 05:43:21+00:00
pendimklp,takut pembelajaran tatap muka pokoknya takut takut takut,2022-01-09 04:43:25+00:00
RadioElshinta,masih diperlukan pembatasan pembelajaran tatap muka ditengah melonjaknya kasus covid,2022-01-09 04:40:34+00:00
RadioElshinta,komisi perlindungan anak indonesia kpai merilis hasil survei dimana  responden orang tua murid di dki jakarta jawa barat dan banten menyetujui kebijakan pembelajaran tatap muka persen,2022-01-09 04:39:17+00:00
NurAlis74284183,vaksinasi anak untuk membentuk herda immunity sebagai bentuk kesiapan anak untuk progres proses pembelajaran tatap muka menuju kejayaan nusantara,2022-01-09 04:28:31+00:00
lampungpostid,dinas pendidikan kabupaten tubaba selasa  mengeluarkan surat edaran pemberhentian pembelajaran tatap muka ptm di sekolah dari tingkat paud sd dan smp hingga februari ,2022-01-09 04:01:15+00:00
CEOfficialID,pembelajaran tatap muka berlaku ,2022-01-09 03:50:03+00:00
upjjjsss,kami sampaikan perpanjangan penundaan ptmt hingga tanggal maret selasa,2022-01-09 03:47:19+00:00
KimmyJayanti6,pembelajaran tatap muka sudah berlangsung ya sobat polri sebelum berangkat sekolah ada baiknya mengecek beberapa hal seperti ini kunjungi sentra vaksinasi,2022-01-09 03:30:10+00:00
IndratiRenny,pembelajaran tatap muka sudah berlangsung ya sobat polri sebelum berangkat sekolah ada baiknya mengecek beberapa hal seperti ini kunjungi sentra vaksinasi,2022-01-09 03:30:01+00:00
diaanpw,ya allah baru aja pembelajaran tatap muka jalan udah pjj lagi  padahal ptmt seru banget bisa kenal karakter dari masingmasing anak bisa ngobrol konseling secara langsung bercanda bareng yaaa mau gimana lagi semoga keadaan lekas membaik,2022-01-09 02:58:10+00:00
RevanCovida,vaksinasi anak untuk membangun herd immunity serta sebagai kesiapan anakanak untuk proses pembelajaran tatap muka persen menuju kejayaan nusantara,2022-01-09 02:54:40+00:00
Yustinu5,nadiem makarim terbitkan diskresi terbatas pembelajaran tatap muka karena meningkatnya kasus omicron menuju kejayaan nusantara,2022-01-09 02:37:58+00:00
akomur,ya allah pengen pembelajaran tatap muka plisss cape depan laptop,2022-01-09 02:33:18+00:00
MJChan_516, kotaku udh level juga pembelajaran tatap muka dihentikan sementara sedih,2022-01-09 02:20:13+00:00
ndrafess,kangen pembelajaran tatap muka,2022-01-09 02:11:47+00:00
Melodi_00,vaksin anak penting untuk mendukung penerapan pembelajaran tatap muka,2022-01-09 02:03:39+00:00
kuninnndra,ya walaupun capek enakan pembelajaran tatap muka sih serius,2022-01-09 01:50:47+00:00
kreyand_,gapapa deh pembelajaran tatap muka terbatas kangen sekolah kangen main,2022-01-09 01:49:03+00:00
cley_,gak sabar pembelajaran tatap muka terbatas,2022-01-09 01:26:41+00:00
KINGAGVSTD,pjj  pembelajaran jarak jauh  daring ptm  pembelajaran tatap muka,2022-01-09 00:40:18+00:00
edukasiaid,beberapa profesi ini mata pencahariannya bergantung dengan kebijakan pembelajaran tatap muka   apabila diganti pembelajaran jarak jauh   akan berimbas pada pencarian nafkah mereka,2022-01-08 23:40:02+00:00
kompascom,penularan covid dari klaster pembelajaran tatap muka ptm di solo jawa tengah terus meningkat,2022-01-08 23:22:05+00:00
StsBara,jenuh di rumah gapapa deh pembelajaran tatap muka,2022-01-08 22:55:57+00:00
DPP_PPP,ketua dpc partai persatuan pembangunan ppp kota padang maidestal hari mahesa mendukung kebijakan dinas pendidikan kota padang yang menginstruksikan hanya siswa yang sudah divaksin yang bisa mengikuti pembelajaran tatap muka ptm,2022-01-08 22:08:41+00:00
karawang_online,diduga positif pembelajaran tatap muka ptm di smpn di jalan felesia jatibening pondokgede kota bekasi dihentikan,2022-01-08 20:01:55+00:00
RaulTarmuji,evaluasi pembelajaran tatap muka antisipasi lonjakan kasus covid sebagai langkah antisipasi lonjakan kasus covid  pembelajaran tatap muka kota semarang akan dihentikan sementara mulai senin ,2022-01-08 19:58:11+00:00
Radar_Cirebon,cirebon  meningkatnya jumlah siswa yang terpapar positif covid pemerintah kota pemkot cirebon bakal melakukan pemberhentiani kembali pembelajaran tatap muka ptm,2022-01-08 17:30:46+00:00
tvOneNews,seluruh sekolah di kabupaten gunungkidul mulai terapkan pembelajaran tatap muka persen,2022-01-08 16:35:04+00:00
republikaonline,selama ini di kota kediri pembelajaran tatap muka sudah dilakukan bahkan penuh,2022-01-08 15:58:30+00:00
jpnncom,komisioner kpai retno listyarti mengungkapkan persen orang tua tak menyetujui kebijakan pembelajaran tatap muka ptm dia meminta pemerintah jangan mengabaikan hal ini,2022-01-08 15:58:02+00:00
jpnncom,pembelajaran tatap muka ptm di semarang dihentikan sementara waktu menyusul tingginya jumlah siswa dan guru yang terkonfirmasi covid,2022-01-08 15:31:02+00:00
Duniavi_,tiap mau pembelajaran tatap muka covid naik halahsu,2022-01-08 15:24:05+00:00
mrs_okaka,padilaas bsok udh pembelajaran tatap muka pasti seru,2022-01-08 15:09:27+00:00
PDI_Perjuangan,penghentian pembelajaran tatap muka ptm  mulai senin  dilakukan menyusul temuan kasus yang melonjak dua pekan terakhir utamanya dua hari kemarin,2022-01-08 15:05:59+00:00
PDI_Perjuangan,menurut kader pdi perjuangan ini sekarang sudah waktunya pembelajaran tatap muka ptm di sekolah utamanya di smasmk dan ma untuk kembali ke ptm terbatas apalagi di kabupaten tulungagung level ppkm naik dari level menjadi level  tandasnya,2022-01-08 14:54:56+00:00
voidotid,dinas pendidikan kota madiun jawa timur mencatat lima sekolah yang sejumlah siswa guru maupun pegawai lainnya terpapar covid saat dilakukan pembelajaran tatap muka ptm terbatas,2022-01-08 14:49:02+00:00
bangsaonline,sebanyak siswa smp negeri kota blitar positif covid akibatnya kegiatan pembelajaran tatap muka ptm di sekolah yang terletak di jalan  yani kota blitar itu dihentikan sementara selama dua pekan kepala smpn kota blitar kateman mengatakan,2022-01-08 14:22:02+00:00
alkoholmurnii,paling seru ya pembelajaran tatap muka lah ketemu temen gak bikin ansos kaya gini halah,2022-01-08 14:19:05+00:00
kompascom,di daerah ppkm level  pelaksanaan pembelajaran di satuan pendidikan dapat dilakukan melalui pembelajaran tatap muka terbatas atau pembelajaran jarak jauh ,2022-01-08 14:19:00+00:00
_chonl0,bosen banget ya gusti pengen pembelajaran tatap muka bisa gak sih,2022-01-08 14:09:56+00:00
monologis_id,pemerintah kabupaten pemkab lampung tengah mengeluarkan surat edaran se tentang penghentian sementara pembelajaran tatap muka ptm terbatas selama dua pekan dimulai pada rabu ,2022-01-08 13:51:46+00:00
PDI_Perjuangan,merespon kembali adanya tren peningkatan penderita covid di kota semarang walikota semarang hendrar prihadi memutuskan untuk menghentikan sementara pembelajaran tatap muka ptm di sekolah,2022-01-08 13:51:39+00:00
likeamagma,padahal baru aktif pembelajaran tatap muka ,2022-01-08 13:49:01+00:00
detikcom,kpai melakukan survei singkat persepsi orang tua murid tentang pembelajaran tatap muka di tengah melonjaknya kasus covid di indonesia hasilnya orang tua menyambut baik,2022-01-08 13:48:04+00:00
khoirulmahya,masih termenung dengan keputusan gubernur lewat surat edaran tentang pemberhentian pembelajaran tatap muka lembar berdampak   siswa hilang semangat belajar kembali  guru kurang pendapatan  selama ini usaha membentuk siswa belajar kembali siasia,2022-01-08 13:09:45+00:00
prferYoncee,dinas pendidikan dan kebudayaan disdikbud pesawaran menunda pelaksanaan pembelajaran tatap muka ptm  yang direncanakan digelar pada februari ,2022-01-08 12:56:17+00:00
SonoraFM92,jakarta ppkm level  pembelajaran tatap muka ptm masih dilakukan ,2022-01-08 12:55:39+00:00
AlFinnaMilk,sudah mulai terbit surat edaran tentang penghentian sementara pembelajaran tatap muka terbatas di berbagai daerah di indonesia   ,2022-01-08 12:41:00+00:00
kupastuntasnew,pembelajaran tatap muka ptm di kabupaten lampung timur segera diberhentikan untuk sementara waktu co,2022-01-08 12:14:27+00:00
kumparan,menurut sugeng kebijakan pemkot solo menghentikan pembelajaran tatap muka ptm tidak cukup untuk menekan potensi penyebaran covid,2022-01-08 12:02:03+00:00
TribunMataraman,pemerintah kota madiun bertindak cepat menutup pembelajaran tatap muka ptm di tiga sekolah setelah ada siswa yang terkonfirmasi positif covid,2022-01-08 11:53:06+00:00
iamgepe,acehkini puluhan mahasiswa universitas syiah kuala banda aceh positif covid selama pelaksanaan pembelajaran tatap muka ptm mereka saat ini dikarantina di asrama mahasiswa rektor universitas syiah kuala profesor samsul rizal dalam surat ya,2022-01-08 11:49:25+00:00
Rac00n,kangen temen temen pengen pembelajaran tatap muka,2022-01-08 11:32:25+00:00
jayfasilkom,terus hari ini hari pertama pembelajaran tatap muka dengan beliau setelah insiden debat beliau sama sekali gak pay attention sama gue padahal gue cukup menanti momen ini,2022-01-08 11:17:22+00:00
acehkini,puluhan siswa aceh positif covid selama pelaksanaan pembelajaran tatap muka ptm,2022-01-08 10:58:23+00:00
Beritasatu,pembelajaran tatap muka di daerah dengan penerapan ppkm level  mengacu pada surat keputusan bersama empat menteri selengkapnya ,2022-01-08 10:54:29+00:00
itsereno,saya sedang menunggu kabar batal pembelajaran tatap muka tapi belum ada kabarnya ,2022-01-08 10:53:39+00:00
kupastuntasnew,setelah seluruh pembelajaran tatap muka ptm dihentikan dinas pendidikan dan kebudayaan disdikbud co,2022-01-08 10:38:37+00:00
kumparan,pemerintah kabupaten ciamis jawa barat memutuskan untuk menerapkan pembelajaran tatap muka ptm terbatas persen,2022-01-08 10:38:03+00:00
peacxysugaa,nayixingdae kampungan pembelajaran tatap muka,2022-01-08 10:29:05+00:00
collegemenfess,cm ada ga disini yang kampusnya nerapin sistem pembelajaran tatap muka terbatas mau nanya dong itu sistemnya sekelas masuk semua atau ada sebagian yg daring ada juga yang luring,2022-01-08 10:13:00+00:00
Bisniscom,naiknya angka kasus temuan covid telah mendorong pemerintah kota palembang melalui dinas pendidikan setempat kembali memberlakukan pengurangan pembelajaran tatap muka ptm dari tiga hari menjadi dua hari sepekan foto antarafeny selly,2022-01-08 10:09:48+00:00
Radar_Cirebon, mukai rabu  pembelajaran tatap muka ptm di kabupaten cianjur akan ditiadakan mengingat kasus covid dan omicron semakin merambah di,2022-01-08 10:00:50+00:00
4339Mm,daerah ppkm level dapat melaksanakan pembelajaran tatap muka ptm terbatas dengan jumlah siswa  dari kapasitas ruang kelas untuk daerah dengan ppkm level   cegah dengan prokes,2022-01-08 10:00:07+00:00
exbaektation,kiyowoshi pembelajaran tatap muka terserah deh au gimana,2022-01-08 09:58:43+00:00
TribunMataraman,sedih sejumlah siswa smpn probolinggo dikabarkan terkonfirmasi covidkarenanya pembelajaran tatap muka untuk sementara dihentikan,2022-01-08 09:47:49+00:00
monologis_id,untuk menekan penyebaran covid yang kembali melonjak pembelajaran tatap muka ptm di kabupaten tulangbawang barat lampung kembali disetop seluruh pelajar kembali melakukan pembelajaran secara daring,2022-01-08 09:22:45+00:00
AbimayuHadiyata,evaluasi pelaksanaan pembelajaran tatap muka ptm persen ditengah melonjaknya kasus covid varian omicron di indonesia lombok trauma coraline nasi uduk formula  tni ad kuat disegani duren,2022-01-08 09:15:34+00:00
polsekriattang1,hal yang perlu di cek sebelum anak berangkat sekolah pembelajaran tatap muka sudah berlangsung ya sobat polri sebelum berangkat sekolah ada baiknya mengecek beberapa hal seperti cegah dengan prokes,2022-01-08 09:12:49+00:00
tribunpontianak,singkawang ppkm level  pembelajaran tatap muka tetap lanjut lewat,2022-01-08 09:07:39+00:00
teropongmetro,pembelajaran tatap muka di wilayah ppkm level dilakukan terbatas dan online lewat,2022-01-08 09:01:39+00:00
SeputariNews,empat sekolah negeri di bekasi jawa barat terpaksa tak bisa menggelar pembelajaran tatap muka karena aliran listrik diputus oleh pln lantaran dinas pendidikan kota bekasi belum juga membayarkan tunggakan pembayaran listrik cen,2022-01-08 09:00:02+00:00
kupastuntasnew,pemerintah provinsi pemprov lampung menghentikan sementara pembelajaran tatap muka ptm terbatas ,2022-01-08 08:59:35+00:00
humasresRonda,hal yang perlu di cek sebelum anak berangkat sekolah pembelajaran tatap muka sudah berlangsung ya sobat polri sebelum berangkat sekolah ada baiknya mengecek beberapa hal seperti cegah dengan prokes,2022-01-08 08:58:57+00:00
jawapos,covid menyebar pembelajaran tatap muka di sman mejayan dihentikan,2022-01-08 08:53:50+00:00
TribunMataraman,cabang dinas pendidikan jatim wilayah tulungagungtrenggalek akhirnya memutuskan menghentikan pembelajaran tatap muka terbatas ptmt sma dan smk akibat merebaknya covid di sejumlah sekolah,2022-01-08 08:48:49+00:00
lampostco,pemkab lampung selatan akan menghentikan pelaksanaan pembelajaran tatap muka ptm mulai rabu februari  besok,2022-01-08 08:48:28+00:00
infoPKU,dua smpn di kota pekanbaru terpaksa menghentikan aktivitas pembelajaran tatap muka atau ptm hal ini dikarenakan ada satu siswa yang terkonfirmasi positif covid di smpn pekanbaru sumber,2022-01-08 08:45:13+00:00
